,Id,File ID,work,Library,Edition,editions.Id,catalogue link,digital copy,request sent,irrelevant,lost/spurious,checked by librarian,scan available,checked by me,pending,has annotations,mutilated/incomplete,analyzed,full digital copy,copy bound with copy of,comment,variations,remarkable,analysis,provenance,public,certainty
109,1370,370,7,Biblioteka Jagiellońska,Gilbert 1633,37,https://katalogi.uj.edu.pl/permalink/48OMNIS_UJA/1jhsq6s/alma991013029659705067,https://jbc.bj.uj.edu.pl/dlibra/publication/657987/edition/765770,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,engravings bound within respective chapter,,"a few underscored lines (or marked with ""NB"" annotation on margina); a short commentary on the endpaper: ""experimenta male observata [p.] 142"". ",,Yes,A+
110,1371,371,7,Biblioteka Narodowa,Gilbert 1633,37,https://katalogi.bn.org.pl/permalink/48OMNIS_NLOP/1aot9i7/alma991019535769705066,,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,identisch mit https://katalogi.bn.org.pl/permalink/48OMNIS_NLOP/1aot9i7/alma991027849919705066,,,"There are the front and end papers, binding, title page, and some pages. Sadly, there aren't 'readers' marks', I think.","This book comes from Wilanowska Library founded by Stanisław Kostka Potocki and Ignacy Potocki brothers.

https://en.wikipedia.org/wiki/Stanis%C5%82aw_Kostka_Potocki
https://en.wikipedia.org/wiki/Ignacy_Potocki
https://pl.wikipedia.org/wiki/Biblioteka_Wilanowska

In 1932, heir count Adam Branicki, by a notarial deed drawn up in Warsaw, donated the Wilanów Library to the Polish state, which in turn was incorporated into the collections of the National Library.
Wilanowska Hall in Palace of the Republic in Warsaw, part of National Library of Poland (""Sala Wilanowska"") ""includes many superb books, finely bound, mainly of French origin. These were separated from rest of collection already before the war and placed in historical 19th century book-cases cabinets from Wilanów Palace in Warsaw. They are situated in a beautiful library hall, a glorious interior of a so-called palace library and they form the nucleus of the Museum. The selection and arrangement of books hoghlights the colour scheme of various kinds of leather and varied methods of books spine decoration. The hall also reflects the history of the collection, its gradual growth"" (description from: ""The National Library in Warsaw: Collections and Programmes"" / Andrzej Kłossowski. – Warszawa: Biblioteka Narodowa, 1991, p. 47).
NB. The title page shows an older provenance: ""Coll. Lubl. S. J. 1701"" = Collegium Lublinense Societatis Jesu (Jesuit college in Lublin, Poland). The Jesuits came to Lublin in 1581. At the time of the dissolution of the Jesuit order, the library's book collection included 4,876 works in 7,415 volumes. The book collection was transferred to the Faculty School, which was established on the site of the Jesuit College.

https://en.wikipedia.org/wiki/Lublin",Yes,
111,1372,372,7,Biblioteka Narodowa,Gilbert 1600,35,https://katalogi.bn.org.pl/permalink/48OMNIS_NLOP/1aot9i7/alma991002235479705066,"https://polona.pl/item/gvilielmi-gilberti-colcestrensis-de-magnete-magneticisqve-corporibvs-et-de-magno,NDA3MTk2OTQ/",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,scan von mf. B832,,,,,Yes,A+
112,1373,373,7,Biblioteka Jagiellońska,Gilbert 1600,35,https://katalogi.uj.edu.pl/permalink/48OMNIS_UJA/1jhsq6s/alma991000666369705067,https://jbc.bj.uj.edu.pl/dlibra/publication/226844/edition/215359,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,Yes,,,Yes,A+
113,1374,374,7,Biblioteka Uniwersytecka we Wrocławiu,Gilbert 1600,35,https://katalog.bu.uni.wroc.pl/lib/item?id=chamo:821752&fromLocationLink=false&theme=system,https://glam.uni.wroc.pl/index.php?s=OSD_401922_19271&view=thumbnails,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,,,"We checked both copies and there aren't any readers interactions, no annotations and even no underlinings. ",,Yes,A+
114,1375,375,7,Biblioteka Uniwersytecka we Wrocławiu,Gilbert 1628,36,https://katalog.bu.uni.wroc.pl/lib/item?id=chamo:531213&fromLocationLink=false&theme=system,https://glam.uni.wroc.pl/index.php?s=OSD_402177_20322&view=thumbnails,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"We checked both copies and there aren't any readers interactions, no annotations and even no underlinings. ",,Yes,A+
115,1376,376,7,"Universitätsbibliothek Bern, Bibliothek Münstergasse",Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991041984579705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Das Exemplar MUE Gross W 112 enthält eine handschriftliche Ergänzung zu der Grafik auf Seite 76; ein Foto habe ich angehängt. Ansonsten sind beide Exemplare, abgesehen von den üblichen Korrekturen auf Seite 11, frei von handschriftlichen Hinzufügungen wie Kommentaren und Anstreichungen.","Das Exemplar MUE Rar alt fol 39 stammt aus dem Besitz des Berner Radiologen Adolf Liechti (1898-1946). Der Künstler Egbert Moehsnang gestaltete 1989 auf Wunsch von Jörg Liechti ein Exlibris in Andenken an dessen Vater, das in alle Bände der Sammlung eingeklebt wurde. 1995 schenkte Jörg Liechti die historischen Bestände seines Vaters der Stadt- und Universitätsbibliothek Bern.",Yes,B
116,1377,377,7,Universitätsbibliothek Basel,Gilbert 1600,35,https://swisscollections.ch/Record/991142791979705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,"keine Kommentare, keine Notizen – 1x Anstreichung",,,,,Yes,B
117,1378,378,7,"Universitätsbibliothek Bern, Bibliothek Münstergasse",Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991142791979705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Das Exemplar MUE Gross W 112 enthält eine handschriftliche Ergänzung zu der Grafik auf Seite 76; ein Foto habe ich angehängt. Ansonsten sind beide Exemplare, abgesehen von den üblichen Korrekturen auf Seite 11, frei von handschriftlichen Hinzufügungen wie Kommentaren und Anstreichungen. In unserem Exemplar MUE Gross W 112 ist das è vorhanden und nicht manuell getilgt, also Variante A (iiiiv).",,Yes,B
118,1379,379,7,Zentralbibliothek,Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991149754149705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,Im Band mit der Signatur NP 25 gibt es gar keine Annotationen oder Anstreichungen,,Yes,B
119,1380,380,7,Zentralbibliothek,Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991149754149705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Im Band mit der Signatur 18.24,4 gibt es eine richtige Randnotiz sowie wenige Anstreichungen mit Bleistift (Fotos im Anhang).",,Yes,B
120,1381,381,7,Zentralbibliothek,Gilbert 1628,36,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991040898489705501,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,"Der Kupfertitel fehlt. Der Schmutztitel ist vorhanden. Er ist das erste Blatt des Exemplars. Darauf folgen die Widmungsgedichte. Dann «Ad Lectorem» und «Ad gravißimum...». Es fehlen also die 2 Blätter (mit Titel «Praefatio») zwischen den Widmungsgedichten und A1r. Ab A1r ist alles vorhanden.
",Engraved title-page and Praefatio missing,,Im Band mit der Signatur NP 130 gibt es einige Anstreichungen mit blauem Farbstift und wenige Markierungen mit schwarzer Tinte (Fotos im Anhang).,,Yes,A+
121,1383,383,7,Universitätsbibliothek Wien,Gilbert 1628,36,https://ubdata.univie.ac.at/AC06694236,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,"Betreffend Ihre Anfrage teile ich Ihnen mit, dass sich in den Werken mit den Signaturen I-166323 und I-166324 aus dem Bestand der Universitätsbibliothek Wien keine handschriftlichen Hinzufügungen im und neben dem Text befinden. Es gibt auch keinerlei Unterstreichungen in beiden Bänden.",,Yes,B
122,1384,384,7,Hauptbibliothek,Gilbert 1628,36,https://ubsearch.sbg.ac.at/permalink/f/16hc907/USB_alma21101732980003341,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"unser Exemplar von Gilbert 1628 mit der Signatur R 39635 I enthält keinerlei handschriftliche Einträge, auch die Provenienz ist unbekannt.",,Yes,B
123,1385,385,7,Hauptbibliothek,Gilbert 1600,35,https://ubsearch.sbg.ac.at/permalink/f/16hc907/USB_alma21101729530003341,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"Gilbert 1600 mit der Signatur R 77618 II stammt aus dem Besitz des Tübinger Rechtsgelehrten Christoph Besold (handschriftlicher Eintrag aus 1616 auf dem Spiegel des Vorderdeckel), aus dessen Besitz es dann 1657 an die damalige Benediktineruniversität Salzburg gelangte. Im Buch selbst gibt es weder Unterstreichungen noch sonstige hs. Anmerkungen.","Christoph Besold (handschriftlicher Eintrag aus 1616 auf dem Spiegel des Vorderdeckel)
1657 an die damalige Benediktineruniversität Salzburg",Yes,B
124,1386,386,7,Universitätsbibliothek Wien,Gilbert 1633,37,https://ubdata.univie.ac.at/AC08119440,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,"Betreffend Ihre Anfrage teile ich Ihnen mit, dass sich in den Werken mit den Signaturen I-166323 und I-166324 aus dem Bestand der Universitätsbibliothek Wien keine handschriftlichen Hinzufügungen im und neben dem Text befinden. Es gibt auch keinerlei Unterstreichungen in beiden Bänden.",,Yes,C
125,1387,387,7,Musée d'histoire des sciences,Gilbert 1633,37,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991062269079705501,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,No,"I went to look at the copy in question and the only handwritten note it contains is probably from the auction in which the book was sold. The notes are located on the first flyleaf, on the front.",,Yes,B
126,1388,388,7,Universitätsbibliothek Basel,Gilbert 1628,36,https://swisscollections.ch/Record/991143362889705501,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,keine Kommentare; keine Notizen; keine Anstreichungen,,Yes,B
127,1389,389,7,Universitätsbibliothek Basel,Gilbert 1628,36,https://swisscollections.ch/Record/991109672109705501,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,keine Kommentare; keine Notizen; keine Anstreichungen,,Yes,B
128,1390,390,7,Biblioteka Uniwersytetu Marii Curie-Skłodowskiej,Gilbert 1628,36,https://priam.umcs.lublin.pl:8443/lib/item?id=chamo:812142&fromLocationLink=true&theme=umcs,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"unfortunately, has no readers' notes or records. It is preserved in very good condition but after looking through the whole I found nothing. I do not know if this information is relevant, but this copy comes from the collection of Gottfrid Erdmann Petri from Żary (near Wrocław, Poland). It came to the UMCS Library after World War II from the assignments of the so-called secured files. If you need any more information, please write to me.","This copy comes from the collection of Gottfrid Erdmann Petri from Żary (near Wrocław, Poland). It came to the UMCS Library after World War II from the assignments of the so-called secured files",Yes,B
129,1391,391,7,Biblioteka Uniwersytecka w Warszawie,Gilbert 1628,36,https://chamo.buw.uw.edu.pl/lib/item?id=chamo:1155857&fromLocationLink=true&theme=system&locale=en,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,"I checked the copy requested by you and unfortunately, it does not contain manuscript marginal notes or underlinings. It bears only one actually, but it is in pencil, thus must be from a later period (I am sending you the picture of it in attachment). There is also one initial partially coloured in by hand with black ink (vide picture). However, the book bears historic ownership marks - one was probably cut out from the last leaf (vide picture) and another one, on the recto of B3 (""Pro Coll[egio] Crac[oviensi] SS. Petri et Pauli liber hic comparatus post incendium 1719"" ; vide picture) proves that this book belonged to the Jesuits' library in Cracow (you can find the short note on this library in CERL Thesaurus, unfortunately it is in Polish only: https://data.cerl.org/thesaurus/cnc00009418 ).","""Pro Coll[egio] Crac[oviensi] SS. Petri et Pauli liber hic comparatus post incendium 1719""
SJ",Yes,B
130,1392,392,7,Zakład Narodowy im. Ossolińskich,Gilbert 1600,35,https://virtua2019.ossolineum.pl:8483/lib/item?id=chamo:185125&fromLocationLink=false&theme=temp4ossol,https://www.dbc.wroc.pl/dlibra/publication/19939/edition/17730/content,No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,Yes,A+
131,1393,393,7,Zakład Narodowy im. Ossolińskich,Gilbert 1600,35,https://virtua2019.ossolineum.pl:8483/lib/item?id=chamo:185125&fromLocationLink=false&theme=temp4ossol,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"our copy of 'De magnete', call no. 13.411, has some sparse handwritten notes throughout the text and some underlining. At the end of the book, there are some blank pages added in the 19th c. with a text in Polish, more precisely there are additions to the footnotes from the book "" Przetor do rozgmatwania plemion osiedzibiających Sarmacją i Germanią starożytną"" by Symforion Tomicki published in 1843.",Charissima Supellex M.D. Joannis Ryssner,Yes,B
132,1394,394,7,Národní knihovna České republiky,Gilbert 1600,35,https://aleph.nkp.cz/F/?func=direct&doc_number=000154291&local_base=STT,https://books.google.cz/books?vid=NKP:1003276752-001&printsec=frontcover#v=onepage&q&f=false,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,"Traber, Zacharias. NERVUS OPTICUS SIVE TRACTATUS THEORICUS, IN TRES LIBROS OPTICAM, CATOPTRICAM, DIOPTRICAM DISTRIBUTUS. VIENNAE AUSTRIAE : SUMPTIBUS PHILIPPI FIEVETI, BIBLIOP. FRANCOF. AD MOENUM, 1690","gebunden mit Traber, Zacharias. NERVUS OPTICUS SIVE TRACTATUS THEORICUS, IN TRES LIBROS OPTICAM, CATOPTRICAM, DIOPTRICAM DISTRIBUTUS. VIENNAE AUSTRIAE : SUMPTIBUS PHILIPPI FIEVETI, BIBLIOP. FRANCOF. AD MOENUM, 1690",,,,SJ 1689,Yes,A+
133,1395,395,7,Národní knihovna České republiky,Gilbert 1600,35,https://aleph.nkp.cz/F/?func=direct&doc_number=000097620&local_base=STT,https://books.google.cz/books?vid=NKP:1002593879&printsec=frontcover#v=onepage&q&f=false,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,,,,Yes,A+
134,1396,396,7,Universiteitsbibliotheek ,Gilbert 1600,35,https://lib.ugent.be/catalog/rug01:002818334,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,"Hilfe von C. Casalini, Prof. Albert Derolez",,Yes,"Please find in attachment 3 photos of a handwritten added quire in our copy. The rest of the book has no handwritten comments or annotations.
""Louis Richeome societatis iesu in libro inscribit gallice, L'adieu de l'ame devote laissant le corps, inter caetera habet haec dialogismo xxiii de cursu temporis quem eo (?) inteso visor.""
I looked at the manuscript notes in the printed book and wrote the pair down not without difficulty:

p. 215. Vide quam bene rapidissimum et insanissimum cursum vocet ex iis quae post hoc caput subiunxi manu scripta ex Lud(ovico) Richomine.

p. 220. Sis cum maiorem fidem adstruendam adiungi possunt quae scribuntur a Ludovico Richehomo per duas sequentes paginas manu scriptas  desumpta ex astrologorum calculationibus quibus omnia improbabilia, ne dicam monstrosa, continentur.

The handwritten pages to which they refer are thus drawn from Louis Richeome, apparently a well-known theologian. The complete transcription of said pages would be a very large work, and perhaps not even of interest to your correspondent.",Bibl. August. Gand 1672,Yes,B
135,1397,397,7,KU Leuven Bibliotheken Maurits Sabbebibliotheek,Gilbert 1600,35,https://limo.libis.be/primo-explore/fulldisplay?docid=32LIBIS_ALMA_DS71162065880001471&context=L&vid=KULeuven&lang=en_US,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"I checked the copy from our library for any handwritten additions, but it appears to have none. ",,Yes,B
136,1398,398,7,Universiteitsbibliotheek Leiden,Gilbert 1628,36,https://catalogue.leidenuniv.nl/permalink/f/1a7spq1/UBL_ALMA21160213220002711,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,We conducted a quick search through the versions 529 E 15 and 647 A 1: 3. Unfortunately these do not contain annotations or remarks.,,Yes,B
137,1399,399,7,Universiteitsbibliotheek Leiden,Gilbert 1600,35,https://catalogue.leidenuniv.nl/permalink/f/n95gpj/UBL_ALMA21160194840002711,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,,auf titel,Yes,B
138,1400,400,7,Universiteitsbibliotheek Leiden,Gilbert 1600,35,https://catalogue.leidenuniv.nl/permalink/f/n95gpj/UBL_ALMA21160194840002711,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,We conducted a quick search through the versions 529 E 15 and 647 A 1: 3. Unfortunately these do not contain annotations or remarks.,,Yes,C
139,1419,422,7,British Library,Gilbert 1633,37,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421009,https://books.google.it/books?id=SdllAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,see also: http://access.bl.uk/item/viewer/ark:/81055/vdc_100028109320.0x000001#?c=0&m=0&s=0&cv=4&xywh=0%2C-1774%2C2052%2C6148,engravings bound within respective chapter,,,,Yes,A+
140,1420,423,7,British Library,Gilbert 1600,35,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421007,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,,,,,Yes,B
141,1421,424,7,British Library,Gilbert 1600,35,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421007,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,,,,,Yes,B
142,1422,425,7,British Library,Gilbert 1600,35,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421007,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,,,,,Yes,B
143,1423,426,7,British Library,Gilbert 1600,35,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421007,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,,,,,Yes,B
144,1424,427,7,British Library,Gilbert 1628,36,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421008,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,,,Yes,B
145,1425,428,7,British Library,Gilbert 1628,36,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01001421008,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,online form used,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,"However after consulting them all, I can report that the only copy with any type of manuscript annotations is that with shelfmark 33.b.20., containing underlined text in the section between pages 210 & 226.","Ownership: Copy at C.112.e.3. Probably formerly owned by Sir Hans Sloane (1660-1753), whose library became one of the founding collections of the British Museum and the British Library. Black octagonal ""Museum Britannicum"" stamp indicates likely Sloane ownership. This stamp was intended to be stamped on Sloane's books alone but the stamp was used for later acquisitions too.
previously in the collection of King George III
https://www.bl.uk/collection-guides/the-kings-library",Yes,B
146,1426,429,7,Bibliothèque nationale de France ,Gilbert 1633,37,https://catalogue.bnf.fr/ark:/12148/cb305062603,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,online form used,,,"- inside the text, there is one ink annotation/correction (?) manuscript p. 180 : Please find attach to this mail a picture.
- on the title page, there are 3 ink manuscripts annotations that seem concern origin of this copy (ex bibliotheca coventus ...), inventory (in ... catal 15 martii 1704) and the printing place (ex logo ...); We can see aloso under the date printing a signature. Please find attach to this mail a picture.",OP,Yes,B
147,1427,430,7,Bibliothèque nationale de France ,Gilbert 1633,37,https://catalogue.bnf.fr/ark:/12148/cb305062603,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,online form used,,,Aucun des deux exemplaires n'est annoté, Le RES-R-943 provient de la bibliothèque de Gaston d'Orléans (reliure à son chiffre),Yes,C
148,1428,431,7,Bibliothèque nationale de France ,Gilbert 1633,37,https://catalogue.bnf.fr/ark:/12148/cb305062603,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,online form used,,,4-S-1186 : le volume n'est pas annoté (provenance : Séminaire des Missions étrangères) ; les planches gravées sur cuivre manquent.,Séminaire des Missions étrangères,Yes,C
149,1429,432,7,Bibliothèque nationale de France ,Gilbert 1633,37,https://catalogue.bnf.fr/ark:/12148/cb305062603,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,online form used,,,4-S-1187 : le volume n'est pas annoté (provenance : La Vallière) ; mais il dispose des planches gravées sur cuivre reliées à leur place entre les pages de texte.,La Vallière,Yes,C
150,1430,433,7,Bibliothèque nationale de France ,Gilbert 1600,35,https://catalogue.bnf.fr/ark:/12148/cb30506259w,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used,,,Aucun des deux exemplaires n'est annoté,le RES M-R-138 de la bibliothèque du couvent des Jacobins à Paris (saisie révolutionnaire).,Yes,B
151,1431,434,7,Bibliothèque nationale de France ,Gilbert 1600,35,https://catalogue.bnf.fr/ark:/12148/cb30506259w,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,online form used,,,"Fol-S-383 :  le volume n'est pas annoté, mais un nom est corrigé, p. 2 : ""Chinocrates"" => en marge : ""Dino""
reliure maroquin citron aux armes de Jacques Auguste de Thou",Jacques Auguste de Thou,Yes,B
152,1432,435,7,Bibliothèque nationale de France ,Gilbert 1600,35,https://catalogue.bnf.fr/ark:/12148/cb30506259w,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,online form used,,,"Fol-S-1141 (2) : reliure veau fauve, dos anciennement restauré par une pièce de basane ; recueil en provenance d'un collège jésuite non identifié. On trouve quelques marques de lecture dans le texte dont vous trouverez quelques photographies ci-joint (https://we.tl/t-2rMS5uh8D0) :
- phrases soulignées : f. *2 verso ; *5 recto
- notes marginales en latin ou en grec : f. *4 verso et *5 recto ; p. 13, 22, 57
- corrections dans le texte : p. 47",SJ,Yes,B
153,1433,436,7,Bibliothèque nationale de France ,Gilbert 1600,35,https://catalogue.bnf.fr/ark:/12148/cb45794251n,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,online form used; geprüft durch Cristina Ion,,,"After checking the book held in the collections of the Société de Géographie, ""De magnete, magneticisqve corporibvs..."", I confirm that it doesn't contain any handwritten comments or annotations.",,Yes,B
154,1434,437,7,Biblioteca Histórica Marqués de Valdecilla. Universidad Complutense de Madrid,Gilbert 1628,36,https://ucm.on.worldcat.org/oclc/1025166023,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,sumptibus Ioh. Hallervordij,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,I am sorry to inform you that our copy BH FLL 21144 does not have any handwritten reading marks or annotations. It also does not feature old property stamps or marks,,Yes,B
155,1435,438,7,"Universitat de Barcelona, CRAI Biblioteca de Fons Antic",Gilbert 1633,37,https://cercabib.ub.edu/permalink/34CSUC_UB/13d0big/alma991003355449706708,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,engravings on separate sheets at the end of the binding,,"I'm sorry to tell you that there is not a single annotation on this copy.

""Copernicano"" auf Titelseite",,Yes,A+
156,1436,439,7,"Universitat de Barcelona, CRAI Biblioteca de Fons Antic",Gilbert 1633,37,https://cercabib.ub.edu/permalink/34CSUC_UB/13d0big/alma991003355449706708,,Yes,Yes,No,No,No,No,No,No,No,No,No,,auf DVD,,,,,No,
157,1437,440,7,Det Kongelige Bibliotek,Gilbert 1628,36,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122337703305763,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,The book from 1628 only has the abbreviation of the university library written in hand on the title page.,,Yes,B
158,1438,441,7,Det Kongelige Bibliotek,Gilbert 1600,35,https://soeg.kb.dk/permalink/45KBDK_KGL/1pioq0f/alma99122748143205763,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Most interesting is the book from 1600, it has the signature of Petrus Scavenius on the title page. At the last page (p. 240) is added a handwritten line to the list of erratas. Actually the book from 1600 have some marks in the inner margin at some of the pages. I send you just one example (p. 33), to see if that is of any interest too you. The other pages with that kind of marks (NB, "" and small numbers) are 3, 5, 7, 23, 35, 49, 50. ",Petrus Scavenius,Yes,B
159,1439,443,7,Göteborgs Universitetsbibliotek,Gilbert 1600,35,https://gu-se-primo.hosted.exlibrisgroup.com/permalink/f/rmbr1s/46GUB_KOHA1277908,http://posner.library.cmu.edu/Posner/books/pages.cgi?call=538_G46D&layout=vol0/part0/copy0&copy=1,No,Yes,No,No,No,No,No,No,No,No,No,,only digital,,,,,No,
160,1440,444,7,Kungliga biblioteket,Gilbert 1633,37,https://regina.kb.se/permalink/f/12p9176/46KBS_ALEPH_DS001378625,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,"Gilbert 1633: , im übrigen ein Exemplar ohne jegliche Anmerkungen im Text.","zwei Provenienzen auf dem Titelblatt (""Magnus Brontonis / Rosenius / Omnia pie & prudenter"", ""Samuel Krook"")",Yes,C
161,1441,445,7,Kungliga biblioteket,Gilbert 1628,36,https://regina.kb.se/permalink/f/12p9176/46KBS_ALEPH_DS001378625,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,Yes,Gilbert 1628: keinerlei Anmerkungen im Text; auf einem leeren Blatt im Anschluss an den Text eine Architekturzeichnung (Grundriss) auf der Vorderseite und zwei kurze Textzeilen in einer slawischen Sprache auf der Rückseite - unser Exemplar kann möglicherweise Kriegsbeute aus dem 30-jährigen Krieg sein.,,Yes,B
162,1443,447,7,Książnica Pomorska,Gilbert 1628,36,https://primo-48kps.hosted.exlibrisgroup.com/permalink/f/7rrdt8/48KPS_KPS01000293988,https://zbc.ksiaznica.szczecin.pl/dlibra/publication/23013/edition/23764,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,"Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue
engravings on separate sheets at the end of the binding",,,,Yes,A+
163,1445,450,7,Kungliga biblioteket,Gilbert 1600,35,https://regina.kb.se/permalink/f/18bmuqo/46KBS_ALEPH_DS001378937,,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,,,Gilbert 1600: . Ansonsten ebenfallls keinerlei Anmerkungen im Text. ,"Provenienz ""T. Blixenstierna"", entweder Thomas Andersén Blixenstierna (1626-1715) oder dessen Sohn Thomas Blixenstierna (1712-1753)",Yes,B
164,1453,468,7,Biblioteca Nacional de España,Gilbert 1600,35,http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=6518641{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,online form used,,,None of the ítems you mentioned have any manuscript notes or comments,,Yes,C
