"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VDK6FI3D","book","1627","Tarde, Jean","Les Usages du quadrant à l'esguille aymantée, divisé en deux livres: le premier donne la cognoissance du quadrant; le second, les usages, utilitez et services qui en peuvent estre tirez;","","","","","","","1627","2020-08-31 13:40:24","2020-11-26 14:47:38","","","","","","","","Les Usages du quadrant à l'esguille aymantée","","","","","Jacques Gesselin","Paris","French","","","","","Open WorldCat","","A Paris, chez Jean Gesselin, ruë sainte Iacques, à la belle Image; et en sa boutique au Palais en la gallerie des prisonniers. MDC.XXVIL. Avec privilege du Roy.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10081299/manifest","Magnet; Mersenne; Navigation; Abbildung; Polarität; Frankreich; Abweichung; Sonnenuhr; Meridian; Geographie; Mercator; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQEFKJ47","book","1932","Mersenne, Marin","Correspondance du P. Marin Mersenne, religieux minime","","2-222-03714-X 978-2-222-03714-9","","","","","1932","2020-08-31 13:40:24","2020-11-30 09:53:35","","","","","","17","","Correspondance du P. Marin Mersenne","","","","","G. Beauchesne","Paris","French","","","","","Open WorldCat","","issued: 1932/1988","","","","Physik; Descartes; Gassendi; Mersenne; Telegraph; Norman; Huygens; Abweichung; Briefwechsel; Uhr; Meridian; Werkausgabe; Sonnenblume; Inklination; Nautonier; Messwerte; Schweben; DB; ONHOLD; Z_MISSING; LOCAL","","Tannery, Paul; Waard, Cornelis de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUWZYMG7","book","1631","Morin, Jean-Baptiste","Famosi et antiqui problematis de telluris motu, vel quiete; hactenus optata solutio.  Ad eminentissum Cardinalem Richelium; ducem, et franciae parem.","","","","","","","1631","2020-08-31 13:40:24","2020-11-26 14:50:19","","","","","","","","","","","","","Jean-Baptiste Morin","Paris","Latin","","","","","Open WorldCat","","Parisiis, Apud Authorem, iuxta Pontem novum, in platea Delphina, domi cui nomen l'Elscu de France. M. DC. XXXI.","","","https://books.google.it/books?id=7tlNOy6wJdUC&dq=intitle:Famosi+et+antiqui+problematis+de+telluris+motu+1631&as_brr=3&redir_esc=y&hl=it","Astrologie; Kepler; Gilbert; Gassendi; Kosmologie; Geomagnet; Agricola; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG5RDJJI","book","1546","Biondo, Michelangelo","De ventis et navigatione, libellus. auttore Michaele Angelo Biondo, in quo navigationis utilissima continetur doctrina cum Pixide novo, & diligenti examine ventorum, et tempestatum. Cum accuratissima descriptione distantiae locorum interni maris, & Oceani, a Gadibus ad novum orbem, utique valde necessaria, Nam servantes doctrinam hanc, cum citiustum securius utrunque mare transfretabunt.","","","","","","","1546","2020-08-31 13:40:24","2020-11-26 11:38:42","","","","","","","","De ventis et navigatione, libellus","","","","","Comin da Trino, di Monferrato","Venice","Latin","","","","","Open WorldCat","","Cum Privilegio Summi Pontificis, atque Illustrissimi Senatus venetiarum in Decennium. Cominum de Tridino Montisferrati","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11064716/manifest","Navigation; Kompass; Polarität; Skepsis; Instrument; Wind; Handbuch; Süden; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CX3R23U","book","1551","Cortés, Martín","Breve compendio de la sphera y de la arte de navegar con nuevos instrumentos y reglas, exemplificado con muy subtiles demonstraciones","","","","","","","1551","2020-08-31 13:40:24","2020-11-26 11:41:10","","","","","","","","Breve compendio de la sphera","","","","","Anton Alvarez","Seville","Spanish","","","","","Open WorldCat","","Caesareos solim iactabas Roma triumphos Define dar maius Csrolus imperiium.","","","http://descubre.bibliotecanacional.cl/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=bnc_aleph000067900&indx=1&recIds=bnc_aleph000067900&recIdxs=0&elementId=0&renderMode=poppedOut&displayMode=full&frbrVersion=&frbg=&&dscnt=0&vid=BNC&mode=Basic&srt=rank&tab=bnc_tab&searchCDI=&dum=true&vl(freeText0)=cortes%201551&dstmp=1601544468904","Navigation; Kompass; Instrument; Cortes; Abweichung; Meridian; Sphaera; Handbuch; Azoren; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZIIWBS8","book","1636","Boodt, Anselmus de","Gemmarum et lapidum historia. Quam olim edidit Anselmus Boetius de Boot Brugensis, Rudolphi II. Imperatoris Medicus. Nunc vero recensuit, à mendis repurgavit, commentariis, & pluribus, melioribusque figuris illustravit, & multo locupletiore indice auxit, Adrianus Toll Lugd. Bat. M.D.","","","","","","","1636","2020-08-31 13:40:24","2020-11-26 14:53:03","","","","","","","","Gemmarum et lapidum historia","","","","","Joannis Maire","Leiden","Latin","","","","","Open WorldCat","","Lugduni Batavorum, Ex officina Joannis Maire. M D C XXXVI.","","","https://www.e-rara.ch/i3f/v20/4740480/manifest","Physik; Paracelsus; Telegraph; Polarität; Lapidarium; Skepsis; Boodt; Bergbau; Cortes; Abweichung; Barlaeus; Mohammed; Erfindung; Süden; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; IIIF; ONLINE","","Tollius, Adrianus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG93RNWA","book","1551","Lonicer, Adam","Naturalis historiae opus novum: in quo tractatur de natura et virbus arborum, fruticum, herbarum, animantiumque terrestrium, volatilium & aquatilium: Item, Gemmarum, Metallorum, Succorumque comcretorum, adeoque de vera congnitione, delectu & usu omnium simplicitum medicamentorum, quorum & Medicis & Officinis usus esse debet: Una cum eorundem ad uiuum effigiatis imaginibus. Ex utriusque lingue summorum virorum penetralibus, summo labor & studio conscripta, Per Adamum Lonicerum.","","","","","","","1551","2020-08-31 13:40:24","2020-11-26 11:42:24","","","","","","","","Naturalis historiae opus novum","","","","","Egenolph","Frankfurt","Latin","","","","","Open WorldCat","","Francofurti, Apud Chr. Egenolphum","","; ","https://books.google.it/books?id=JCJVAAAAcAAJ&dq=intitle:Naturalis+historiae+opus+novum+1551&as_brr=3&redir_esc=y&hl=it; https://iiif.lib.harvard.edu/manifests/drs:48847329","Medizin; Plinius; Abbildung; Lapidarium; Naturgeschichte; Pharmakologie; Kommentar; DB; TR_LAYOUT; TR_ONTR; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCXNI9Q4","book","1576","Duchesne, Joseph","Sclopetarius: sive de curandis vulneribus, quae sclopetorum & similium tormentorum ictibus acciderunt, liber. Ejusdem Antidotarium spagiricum adversus eosdem ictus","","","","","","","1576","2020-08-31 13:40:24","2020-11-26 13:44:44","","","","","","","","Sclopetarius: sive de curandis vulneribus","","","","","Joannem Lertotium","Lyon","Latin","","","","","Open WorldCat","","Lugduni, Apud Ioannem Lertotium. M. D. LXXVI.","","","https://www.e-rara.ch/i3f/v20/2294406/manifest","Medizin; Paracelsus; Pharmakologie; Rezept; Anziehung; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSJTPJZB","book","1556","Agricola, Georg","De re metallica libri XII. Quibus officia, Instrumenta, Ma chenae, ac omnia denicsque ad Metallicam spectantia, non modo luculentissime describuntur, sed & per effigies, suis locis infertas, agiunctis Latinis, Germanicsqueappelationibus ita ob oculos ponuntur, ut clarius tardi non possint.","","","","","","","1556","2020-08-31 13:40:24","2020-11-26 11:48:06","","","","","","","","De re metallica","","","","","Hierom Frobenium; Nicolaus Episcopium","Basel","Latin","","","","","Open WorldCat","","Basileae M D LVI.  Cum privilegio Imperatoris in annos v. & Galliarum Regis Sexennium.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11193455/manifest","Kompass; Abbildung; Lapidarium; Agricola; Geologie; Bergbau; Instrument; Wünschelrute; Süden; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JGZW7VJ","book","1616","Minerva, Paolo","De praecognoscendis temporum Mutationibus iuxta triplicem viam: coelestem, metheorologicam & terrestrem, libri tres.","","","","","","","1616","2020-08-31 13:40:24","2020-11-26 14:39:32","","","","","","","","De praecognoscendis temporum","","","","","Ioannis Iacobi Carlini","Naples","Latin","","","","","Open WorldCat","","Neapoli, Ex typographia Ioannis Iacobi Carlini. M. DC. VI.  Superiorum Perm issu.","","","https://books.google.it/books?id=G21jAAAAcAAJ&dq=intitle:De+praecognoscendis+temporum+Mutationibus+iuxta+triplicem+viam:+coelestem+1616&as_brr=3&redir_esc=y&hl=it","Physik; Kopernikus; Gilbert; Kompass; Kosmologie; Meteorologie; Geomagnet; Wind; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LR4CLD6","book","1612","Brengger, Johann Georg; Röslin, Helisaeus","Praematurae Solis Apparitionis Innova Zembla Causa Vera: & De Magneter [sic] Non nulla Domini Doctor, Iohannis Georgij Brenggeri: Cum accurata instructione navigationis septentrionalis ad Indias Orientales dextre instituendae. Ad foederatos provinciarum belgicarum Ordines & Status, per Helissum Roeslin Med. Doctor.","","","","","","","1612","2020-08-31 13:40:24","2020-11-26 14:34:17","","","","","","","","Praematurae Solis Apparitionis Innova Zembla Causa Vera","","","","","Carolus Kieffer","Argentina","Latin","","","","","Open WorldCat","","Excudebat Argentina, Carolus Kieffet, Anno M. D. C XII.","","","https://gdz.sub.uni-goettingen.de/id/PPN24802356X?tify={%22view%22:%22info%22}","Magnet; Kopernikus; Kepler; Gilbert; Navigation; Magnetberg; Clavius; Röslin; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMX8X4X6","book","1598","Calderini, Apollinare","Modo d'Usar il bossolo per pigliar piante de luoghi murati, e non murati. Descritto da Apollinar Carlderini da Ravenna, Accademico de gl'inquieti di Milano. Aggiunta alla seconda parte della region di Stato del Signor Gio Bottero, con le figure appropriate. All'utilissimo & eccellentissimo Signore, il Signore Giovan Fernandez di Velasco, Contestabile di Castiglia, Governatore delle Stato di Milano, & Capitano generale di S. M. C. in Italia & c.","","","","","","","1598","2020-08-31 13:40:24","2020-11-26 14:12:53","","","","","","","","Modo d'Usar il bossolo","","","","","Pandolfo Malatesta; Pier Martire Locarni; Girolamo Bordone","Milan","Italian","","","","","Open WorldCat","","In Milano. Per Pandolfo Malatesta, impressore regio camerale Con licenza de' Superiori. MDXCVIII. Ad instanza di Pier Martire Locarni, e Girolamo Bordone","","","https://books.google.it/books?id=MVRfAAAAcAAJ&dq=intitle:Modo+d%27Usar+il+bossolo+per+pigliar+piante+de+luoghi+murati,+e+non+murati+1598&as_brr=3&redir_esc=y&hl=it","Navigation; Kompass; Italien; Instrument; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHI4BVA8","book","1599","Wright, Edward","Certaine errors in navigation, arising either of the ordinarie erroneous making or using of the sea chart, compasse, crosse staffe, and tables of declination of the sunne, and fixed starres detected and corrected.","","","","","","","1599","2020-08-31 13:40:24","2020-11-26 14:17:02","2014-10-07 16:35:47","","","","","","","Certaine errors in navigation","","","","","Valentine Sims","London","English","","","","","Open WorldCat","","Printed at London by Valentine Sims, 1599.","","","https://search.proquest.com/docview/2240867965?accountid=104321","England; Gilbert; Navigation; Kompass; Wright; Instrument; Abweichung; Fehler; Mercator; Handbuch; Azoren; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEHZVAUB","book","1610","Wright, Edward","Certaine errors in navigation, detected an corrected by Edw. Wright with Many additions that were not in the former edition as appeareth in the next pages.","","","","","","","1610","2020-08-31 13:40:24","2020-11-26 14:33:57","2014-10-07 16:35:45","","","","","","","Certaine errors in navigation","","","","","Felix Kingston","London","English","","","","","Open WorldCat","","Printed by Felix Kingsto[n] at London.","","","https://search.proquest.com/docview/2240904350/F32727AB2708479DPQ/1?accountid=104321&imgSeq=1","Mathematik; England; Gilbert; Navigation; Kompass; Wright; Instrument; Abweichung; Tabelle; Fehler; Handbuch; Inklination; Messwerte; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBC7M8PK","book","1657","Wright, Edward","Certain errors in navigation detected and corrected","","","","","","Reproduction of original in Cambridge University Library. Includes Table of contents. (Marc) 12545488. (Stc) Wing W3689. (Vid) 63038. (DLPS) A67154.0001.001. Http://name.umdl.umich.edu/A67154.0001.001. Http://quod.lib.umich.edu/t/text/accesspolicy.html. This keyboarded and encoded edition of the work described above is co-owned by the institutions providing financial support to the Early English Books Online Text Creation Partnership. Searching, reading, printing, or downloading EEBO-TCP texts is reserved for the authorized users of these project partner institutions. Permission must be granted for subsequent distribution, in print or electronically, of this text, in whole or in part. Please contact project staff at eebotcp-info@umich.edu for further information or permissions. Navigation -- Early works to 1800. Cosmography. Nautical astronomy. Pilot guides.","1657","2020-08-31 13:40:24","2020-11-27 09:01:11","","","","","","","","Certain errors in navigation","","","","","Joseph Moxon","London","English","","","","","Open WorldCat","","London, Printed by Joseph Moxon, and sold at his shop. 1657.","","","https://search.proquest.com/docview/2240970656/12545488/2DAC6683E6784F0BPQ/1?accountid=104321","England; Gilbert; Navigation; Kompass; Wright; Instrument; Abweichung; Fehler; Handbuch; Inklination; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KR9G5TM9","book","1614","Wright, Edward","A short treatise of dialling shewing, the making of all sorts of sun-dials, horizontal, erect, direct, declining, inclining, reclining; vpon any flat or plaine superficies, howsoeuer placed, with ruler and compasse onely, without any arithmeticall calculation","","","","","","","1614","2020-08-31 13:40:24","2020-12-17 13:27:57","2014-10-07 16:29:28","","","","","","","A short treatise of dialling shewing","","","","","Iohn Beale; William Welby","London","English","","","","","Open WorldCat","","London, Printed by Iohn Beale for William Welby, 1614.","","","https://search.proquest.com/docview/2248518573/99846866/93388198B2524F37PQ/1?accountid=104321","England; Gilbert; Wright; Instrument; Sonnenuhr; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45926CNU","book","1638","Wilkins, John","The discovery of a world in the moone. Or, A discourse tending to prove, that 'tis probable there may be another habitable world in that planet.","","","","","","","1638","2020-08-31 13:40:24","2020-11-26 14:54:18","2014-10-07 16:28:21","","","","","","","The discovery of a world in the moone.","","","","","E[dward] G[riffin] for Michael Sparke and Edward Forrest","London","English","","","","","Open WorldCat","","London, Printed by E[dward] G[riffin] for Michael Sparke and Edward Forrest","","","https://search.proquest.com/docview/2248555190/29616684/F57BBBA02F3D475EPQ/1?accountid=104321","Physik; Gravitas; England; Kausalität; Kosmologie; Analogie; Anziehung; Mond; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWLFHA64","book","1637","Ward, Samuel","Magnetis reductorium theologicum tropologicum, In quo ejus novus verus et supremus usus Indicatur.","","","","","","","1637","2020-08-31 13:40:24","2020-11-26 14:53:50","2014-10-07 16:15:35","","","","","","","","","","","","Augustine Mathewes","London","Latin","","","","","Open WorldCat","","Londini, Impensis A.M. 1637.","","","https://search.proquest.com/eebo/docview/2240899333?&imgSeq=1","England; Magnet; Gilbert; Analogie; Predigt; Theologie; Ward; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D62CLZN6","book","1640","Ward, Samuel","The wonders of the load-stone. Or, the load-stone newly reduc't into a divine and morall use.","","","","","","","1640","2020-08-31 13:40:24","2020-11-26 15:05:43","","","","","","","","The wonders of the load-stone.","","","","","E. P[urslow] for Peter Cole","London","English","","","","","Open WorldCat","","London, Printed by E. P. for Peter Cole, and are to be fold at his shop, at the signe od the .. and Lyon in Cornehil, ver against the Conduit. 1640.","","","https://search.proquest.com/docview/2240921689/99854674/9E7AE1B5D6154FCFPQ/1?accountid=104321","England; Gilbert; Analogie; Predigt; Theologie; Ward; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLAE8I35","book","1664","Visler, Ferdinand","Philosophia Sacroprofana Logicam, Physicam, Et Metaphysicam Disputationem Complexa quam illustre ac generosi domini, domini Sebastianus Franciscus et Philippus Constantius Guilelmus, ecclesiae cathedralis augustanae, et insignis collegiatae elvacensis canonicus, LL. BB. de tassis, domini in rohrenfels et schwaben. diessen","","","","","","","1664","2020-08-31 13:40:24","2020-11-27 09:02:23","","","","","","","","Philosophia Sacroprofana","","","","","Ignatium Mayer","Dillingen","Latin","","","","","Open WorldCat","","Mense Augusto Anno M. DC. LXIV. Dilingae, com facultate Superiorum, Formis Academicis, Apud Ignatium Mayer.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11111800/manifest","Physik; Dillingen; Jesuiten; Abbildung; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FFSWEUE","book","1599","Stevin, Simon","The haven-finding art, or The vvay to find any haven or place at sea, by the latitude and variation.","","","","","","","1599","2020-08-31 13:40:24","2020-11-30 12:53:58","2014-10-07 15:34:07","","","","","","","The hauen-finding art","","","","","G. B[ishop] R. N[ewberry]; R. B[arker]","London","English","","","","","Open WorldCat","","Imprinted at London by G. B. R. N. and R. B. 1599.","","","https://search.proquest.com/docview/2240941816/99853014/C5BBA1AE528D42E0PQ/1?accountid=104321","Übersetzung; Navigation; Kompass; Instrument; Stevin; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","Wright, Edward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC7LYZ26","book","1599","Stevin, Simon","Limeneuretikē, sive, portuum investigandorum ratio. Metaphraste Hug. Grotio Batavo.","","","","","","","1599","2020-08-31 13:40:24","2020-11-26 14:16:10","","","","","","","","Limeneuretikē","","","","","Christophorus van Raphelengius","Leiden","Latin","","","","","Open WorldCat","","Ex officina Plantiniana, Apud Christophotum Raphelengium; Academiae Lugduno-Batavae Typographum. M D IC.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10198006/manifest","Übersetzung; Navigation; Kompass; Instrument; Stevin; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","Grotius, Hugo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W72HTXDA","book","1599","Stevin, Simon","De havenvinding","","","","","","","1599","2020-08-31 13:40:24","2020-12-17 13:19:53","","","","","","","","De havenvinding","","","","","Christophorus van Raphelengius","Leiden","Dutch","","","","","Open WorldCat","","Tot Leyden, in de Druckerye van Plantiin, by Christoffel van Ravelenghien, gesworen drucken der Universiteyt tot Leyden. M D IC. Met privilegie.","","; ","https://adcs.home.xs4all.nl/stevin/weerelt/hv.html; https://www.dropbox.com/home/christoph_imagedb/Documents/Stevin%201599%20(Leyden)%20W72HTXDA","Navigation; Kompass; Niederlande; Instrument; Stevin; Abweichung; Handbuch; Messwerte; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; TO DO; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7S7ATLWG","book","1610","Leonardi, Camillo; Arlensis de Scudalupis, Petrus","Speculum lapidum Camilli Leonardi. Cui Accessit Sympathia septem metallorum ac septem selectorum lapidum ad planetas. D. Petri Arlensis de Scudalupis","","","","","","","1610","2020-08-31 13:40:24","2020-11-26 14:33:27","","","","","","","","Sympathia septem metallorum","","","","","Carolum Sevestre; Davidem Gillium; Joannem Petitpas","Paris","Latin","","","","","Open WorldCat","","Pariisis.  Apud Carolum Sevestre, Davidem Gillium via jacobaea e regione Mathurinoru. et Joannem Petitpas, via D. Joa Lateran in collegio Cameracensi  1610.","","","http://diglib.hab.de/drucke/93-phys/start.htm","Magie; Sympathie; Alchemie; Astrologie; Lapidarium; Abweichung; Leonardi; ausgedruckt; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYBAASKW","book","1715","Arlensis de Scudalupis, Petrus","De Scudalupis enucleatus, oder, Kurtzer Auszug der alchymistischen Processe und anderer Curiositäten: so dieser Autor, als Presbyter Hierosolymitanus, in seinem vormahls Anno 1610 zu Pariss gedruckten anietzo aber sehr raren Tractat von der Sympathia der sieben Metallen und sieben auserlesenen Steine, die sie mit denen sieben Planeten haben, heraus gegeben","","","","","","","1715","2020-08-31 13:40:24","2020-11-27 09:07:04","","","","","","","","De Scudalupis enucleatus","","","","","Johann Andreas Rüdiger","Berlin","German","","","","","Open WorldCat","","Berlin/ Johann Andreas Rüdiger/ 1715.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11109376/manifest","Magie; Sympathie; Alchemie; Astrologie; Nutrimentum; Amulett; Deutschland; Metall; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8RQCDGR","book","1657","Schott, Caspar","Magia universalis naturæ et artis: sive, Recondita naturalium & artificialium rerum scientia, cujus ope per variam applicationem activorum cum passivis, admirandorum effectuum spectacula, abditarumque inventionum miracula, ad varios humanæ vitæ usus, eruuntur","","","","","","","1657","2020-08-31 13:40:24","2020-11-30 09:11:05","","","","","1","4","","Magia universalis","","","","","Henricus Pigrin","Herbipoli","German","","","","","Open WorldCat","","Herbipoli, Excudebat Iobus Hertz Typographus Herbipolensis, Anno M. DC. LVII.","","","https://books.google.it/books?id=6zZbBv2qEZ0C&dq=intitle:Magia+universalis+natur%C3%A6+et+artis+1657&as_brr=3&redir_esc=y&hl=it","Magie; Jesuiten; Schott; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7BLHV8R","book","1613","Ridley, Mark","A short treatise of Magneticall Bodies and Motions.","","","","","","","1613","2020-08-31 13:40:24","2020-11-26 14:35:25","","","","","","","","A short treatise","","","","","Nicholas Okes","London","English","","","","","Open WorldCat","","London Printed by Nicholas Okes. 1613.","","","https://www.e-rara.ch/i3f/v20/4578785/manifest","Mathematik; Physik; England; Kausalität; Galileo; Magnet; Gilbert; Navigation; Coitio; Ridley; Abweichung; Anziehung; Meridian; Tabelle; Inklination; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443KI4J9","book","1617","Ridley, Mark","Magneticall Animadversions","","","","","","","1617","2020-08-31 13:40:24","2020-11-26 14:40:55","","","","","","","","Magneticall Animadversions","","","","","Nicholas Okes","London","English","","","","","Open WorldCat","","London, Printed by Nicholas Okes. 1617.","","","https://search.proquest.com/docview/2248564335?accountid=104321","England; Magnet; Ridley; Barlow; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BZCYBC3","book","1643","Fournier, Georges","Hydrographie contenant la théorie et la practique de toutes les parties de la navigation.","","","","","","","1643","2020-08-31 13:40:24","2020-11-26 15:06:38","2014-10-07 08:56:43","","","","","","","Hydrographie","","","","","Michel Soly","Paris","French","","","","","Open WorldCat","","A Paris, Chez Michel Soly, ruë Saint Jacques au Phoenix. M.DC.XLIII. Avec privilege du Roy.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10933977/manifest","Jesuiten; Navigation; Kompass; Instrument; Abweichung; Meridian; Fournier; ausgedruckt; Amalfi; Plautus; Erfindung; Handbuch; Inklination; Nautonier; Messwerte; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
