Id,polarity,mineralogy,specimen,natural history,medicine,doxography,causal explanation,magnetic force,sphere of activity,attraction/repulsion,theoretical,compass,instrument,direction,practice,declination,navigation,inclination,astronomy/astrology/cosmology,Copernicanism,File ID,work,Library,Edition,editions.Id,catalogue link,digital copy,request sent,irrelevant,lost/spurious,checked by librarian,scan available,checked by me,pending,has annotations,mutilated/incomplete,analyzed,full digital copy,copy bound with copy of,comment,variations,remarkable,analysis,provenance,public,certainty
1328,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,7,Universitätbibliothek Erlangen-Nürnberg,Gilbert 1628,36,https://www.opac.fau.de/TouchPoint/start.do?View=uer&Language=de&Branch=0&Query=1035=%22BV008985709%22+IN+[2],,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,"Ungezählte Seite: Wort durchgestrichen und überschrieben? (leider sehr schwer erkennbar)
Seite 1: handschriftliche Anmerkungen am rechten Rand",,Yes,B
1332,0.1132776230269268,0.04363974001857011,0.04363974001857011,0.04363974001857011,0.04363974001857011,0.04363974001857011,0.0993500464252554,0.0687093779015784,0.04178272980501394,0.04178272980501394,0.0687093779015784,0.06592386258124415,0.06592386258124415,0.027855153203342625,0.06592386258124415,0.030640668523676893,0.030640668523676893,0.007428040854224696,0.026926648096564535,0.026926648096564535,330,7,Universität- und Landesbibliothek Sachsen-Anhalt,Gilbert 1628,36,https://kxp.k10plus.de/DB=1.28/CMD?ACT=SRCHA&IKT=8079&TRM=%2723:000189Q%27,https://digitale.bibliothek.uni-halle.de/vd17/content/titleinfo/17347208,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,http://nbn-resolving.de/urn:nbn:de:gbv:3:1-593080,"In dem Band ist noch ein anderes Werk angebunden (Titel: De Motu Magnetis Disputatio Publica Ordinaria, Signatur: Qb 1136 (2)). Dieses Exemplar wurde bereits digitalisiert: http://nbn-resolving.de/urn:nbn:de:gbv:3:1-593080
Im hinteren Teil des Bandes befinden sich Leerseiten, von denen die erste mit handschriftlichen Notizen versehen ist (Scan 31 im Digitalisat). https://digitale.bibliothek.uni-halle.de/vd17/content/pageview/13840017
Die Kosten für das Digitalisat betragen etwa 82 EUR inkl. Auslagenersatz.","Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue
engravings bound within respective chapter",Yes,In dem Werk sind mehrere Anstreichungen/Unterstreichungen/Korrekturen/handschriftliche Ergänzungen zu finden.,,Yes,A+
1334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,7,Universitätsbibliothek Leipzig,Gilbert 1628,36,https://katalog.ub.uni-leipzig.de/Record/0-109985086X#holdings,,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,,"Exemplar Phys.294 ist in einem Pergamenteinband wohl des 17. Jahrhunderts gebunden. Es hat keinerlei Lesespuren oder Provenienzeinträg
Brandschutzmaßnahmen nicht verfügbar Stand 08.2021",Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,Es hat keinerlei Lesespuren oder Provenienzeinträg,,Yes,A
1341,0.0,0.0,0.0,0.0,0.0,0.0,0.19597989949748743,0.1758793969849246,0.0,0.0,0.1758793969849246,0.02010050251256282,0.02010050251256282,0.0,0.02010050251256282,0.02010050251256282,0.02010050251256282,0.0,0.1758793969849246,0.1758793969849246,340,7,Deutsche Meteorologische Bibliothek,Gilbert 1628,36,https://metlis.dwd.de/alipac/OMXRPRPQGLHPRUZWZXPJ-00020/full-set?NUM=000002&FRM=001,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"Der Band von 1628 enthält im Vorwort und im ""LIBER SEXTUS - DE TELLURIS GLOBOMAGNOMAGNETE"" zahlreiche Unterstreichungen in roter Farbe. Einige dieser Unterstreichungen sind so hoch angesetzt, dass man auch eine Durchstreichung vermuten könnte.
Die Bände unterscheiden sich in der Montage der Zeichnungen und Diagramme. 1628 wurde am Ende ein Anhang eingerichtet, der die Bilder enthält. 1633 wurden diese Blätter im Inhalt mit eingebunden.
Auf der Seite 160 wurde nur die Seitenzahl mit Bleistift korrigiert. Das mag der selbe Bibliothekar gewesen sein wie beim 1630er - Band ?!?? Ist schwer zu erkennen, da diese Stelle etwas überbelichtet ist.
Die Seite 215 ist ohne handschriftliche Anmerkung. Diese liegt nur der Paginierung folgend ordnungshalber dabei.
Zum Beispiel der Anhanggestaltung. Die Graphiken sind auf Photopapier erstellt. Stammen also sicherlich nicht aus 1628, oder was meinen Sie?",,Yes,B
1346,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,346,7,Universitätsbibliothek Rostock,Gilbert 1600,35,https://opac.lbs-rostock.gbv.de/DB=1/LNG=DU/CLK?IKT=12&TRM=14991735X,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Es handelt sich nur um wenige Unterstreichungen, Korrekturen (?) u.ä. An einem Blattrand kann man Schrift erahnen, die aber nicht von der Rückseite durchgeschlagen ist, sondern vielleicht abgedruckt von einem daraufliegendem Blatt mit frischer Tinte. Lesbar ist es wohl nicht. ","Og-3 Vorbesitz: Hanniel, Ignaz *-1608*",Yes,B
1348,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,7,Thüringer Universitäts- und Landesbibliothek,Gilbert 1600,35,https://kataloge.thulb.uni-jena.de/DB=1/LNG=DU/CLK?IKT=12&TRM=14991735X,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,one other work,"Schimmelschäden (teilw. leichte Textverluste und beschädigte Kupferst.) - Kupferst. 3 und 10 als gef. Bl. eingeb, Supralibros: Wappen des Grafen Heinrich von Brühl",Title page damaged: ownership note cut out,,"- Auf Titelseite Initialen „J. B.“, durchgestrichen; rechts neben der Druckermarke herausgeschnittener (Besitz?-) Vermerk, unergiebiger geringer Rest von Buchstabenansätzen erhalten

- Schlussseite Widmung ad Guilielmum Gilbertum unterstrichen: „in alterum iam fere nouennium pressa“

- S. 5 Unterstreichung: „Ex hoc Petro ... nouum di-„

- S. 34 Randvermerk (s. erstes angehängtes Foto)",,Yes,B
1351,0.11971830985915488,0.09154929577464793,0.09154929577464793,0.09154929577464793,0.09154929577464793,0.09154929577464793,0.08450704225352117,0.08450704225352117,0.028169014084507032,0.028169014084507032,0.08450704225352117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563380281690141,0.0563380281690141,351,7,Gottfried Wilhelm Leibniz Bibliothek Niedersächsiche Landesbibliothek,Gilbert 1600,35,http://opac.tib.eu/DB=3/LNG=DU/CLK?IKT=12&TRM=14991735X,http://digitale-sammlungen.gwlb.de/resolve?PPN=1772592080,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,scan im Oktober,,Yes,viele Anmerkungen,Provenienz Martin Fogel,Yes,A+
1352,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02380952380952381,0.02380952380952381,0.02380952380952381,0.02380952380952381,0.02380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,7,Niedersächsische Staats- und Universitätsbibliothek,Gilbert 1600,35,https://opac.sub.uni-goettingen.de/DB=1/LNG=DU/CLK?IKT=12&TRM=14991735X,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,"digitalisierung möglich, scan beispiele",,,"Der Band 4 PHYS III, 8042 RARA trägt auf dem Vorsatzblatt die handschriftliche Provenienz ""Gerardus Abbas Luccensis"". Es befinden sich zahlreiche geschweifte Klammern an den Rändern und einige wenige Unterstreichungen. Auf einigen Seiten gibt es ebenfalls kurze Kommentare (meist nur 1-2 Worte wie eine Art Einfügung) an den Rändern.",Gerardus Abbas Luccensis,Yes,B
1355,0.13802509547190367,0.03927986906710311,0.03927986906710311,0.03927986906710311,0.03927986906710311,0.03927986906710311,0.09901800327332218,0.08346972176759408,0.06737588652482286,0.06737588652482286,0.08346972176759408,0.05428259683578842,0.05428259683578842,0.03136933987997816,0.05428259683578842,0.015548281505728295,0.015548281505728295,0.0073649754500818235,0.016093835242771394,0.016093835242771394,355,7,Kantonsbibliothek,Gilbert 1628,36,https://sgbn-primo.hosted.exlibrisgroup.com/permalink/f/10gkoqb/41STGKBG_ALEPH000579088,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,Yes,,Schobinger,Yes,A+
1356,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,356,7,"Harvard University, Houghton Library",Gilbert 1628,36,http://id.lib.harvard.edu/alma/990023863950203941/catalog,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"Titel: Besitz
103: korr fuernit zu fuerint
169: korr termit zu tremit
178: marg korr
Errata",Schenkung an Hermann IV. (Hessen-Rotenburg),Yes,A
1357,0.09897476340694016,0.028982649842271266,0.028982649842271266,0.028982649842271266,0.028982649842271266,0.028982649842271266,0.10153785488959,0.06289432176656154,0.04061514195583595,0.04061514195583595,0.06289432176656154,0.09108832807570985,0.09108832807570985,0.02937697160883278,0.09108832807570985,0.03864353312302833,0.03864353312302833,0.023067823343848545,0.022279179810725518,0.022279179810725518,357,7,"Harvard University, Houghton Library",Gilbert 1600,35,http://id.lib.harvard.edu/alma/990023863880203941/catalog,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,Yes,,Anthony Linton,Yes,A+
1362,0.12670157068062826,0.033507853403141365,0.033507853403141365,0.033507853403141365,0.033507853403141365,0.033507853403141365,0.10785340314136126,0.07958115183246073,0.07329842931937172,0.07329842931937172,0.07958115183246073,0.06282722513089005,0.06282722513089005,0.019895287958115182,0.06282722513089005,0.028272251308900525,0.028272251308900525,0.014659685863874346,0.0062827225130890054,0.0062827225130890054,362,7,"Harvard University, Houghton Library",Gilbert 1628,36,http://id.lib.harvard.edu/alma/990055567210203941/catalog,,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,"Imperfect: p. 176-177 mutilated, restored in ms.; the 12 engraved plates are wanting but have been supplied by photostats mounted on leaves inserted at the proper places in the text.
Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue",,"Rote Markierungen am Seitenrand: 4,5,6,8,9,13-19,24,25,28-34,39-40,53-55,58-63,65-70,72-76,79,82,84-108,116-119,121,122,124,126,127,132,136,138-140,145,148,149-154,156,158,159,162,164,166,167-169,172,178,180,182,188,190,192,193-197,203,204,206,216,
Abbildung: 17,31
Unterstreichung: 66,92,151,152,180
Marginalie: 98
Nachtrag: 176,177",Lawrence Rotch and Margaret Randolph Rotch,Yes,A+
1363,0.15360501567398122,0.012539184952978044,0.012539184952978044,0.012539184952978044,0.012539184952978044,0.012539184952978044,0.14733542319749218,0.14420062695924765,0.13322884012539188,0.13322884012539188,0.14420062695924765,0.014106583072100297,0.014106583072100297,0.007836990595611278,0.014106583072100297,0.003134796238244511,0.003134796238244511,0.003134796238244511,0.010971786833855789,0.010971786833855789,363,7,Biblioteca Histórica Marqués de Valdecilla. Universidad Complutense de Madrid,Gilbert 1600,35,https://ucm.on.worldcat.org/oclc/1024874136,http://dioscorides.ucm.es/proyecto_digitalizacion/index.php?b17828570,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,Yes,,Deechbroot,Yes,A+
1364,0.16475972540045772,0.05491990846681921,0.05491990846681921,0.05491990846681921,0.05491990846681921,0.05491990846681921,0.07093821510297484,0.07093821510297484,0.05835240274599542,0.05835240274599542,0.07093821510297484,0.05148741418764302,0.05148741418764302,0.05148741418764302,0.05148741418764302,0.0,0.0,0.0,0.01258581235697939,0.01258581235697939,364,7,Bibliothèque municipale,Gilbert 1600,35,http://catalogue.bm-lyon.fr/?fn=ViewNotice&Style=Portal3&q=304004,https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001101000177,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,1624,,No,,"SJ
Notes manuscrites 17e siècle aux armes du Collège de la Trinité de Lyon, signature = Joannis de Kemuardo (?) Lucerino.- Ex-libris manuscrit des jésuites de Lyon 1624",Yes,A+
1365,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,7,Bibliothèque municipale,Gilbert 1633,37,http://catalogue.bm-lyon.fr/?fn=ViewNotice&Style=Portal3&q=295285,https://books.google.fr/books?vid=BML37001100891709,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,,no engravings,,,,Yes,A+
1366,0.031358885017421616,0.031358885017421616,0.031358885017421616,0.031358885017421616,0.031358885017421616,0.031358885017421616,0.14634146341463408,0.13588850174216024,0.0,0.0,0.13588850174216024,0.027874564459930324,0.027874564459930324,0.0,0.027874564459930324,0.010452961672473872,0.010452961672473872,0.017421602787456452,0.13588850174216024,0.13588850174216024,366,7,Österreichische Nationalbibliothek,Gilbert 1600,35,http://data.onb.ac.at/rec/AC09899224,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ167529609,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,Yes,A+
1368,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,368,7,Biblioteka Narodowa,Gilbert 1628,36,https://katalogi.bn.org.pl/permalink/48OMNIS_NLOP/1aot9i7/alma991049929969705066,"https://polona.pl/item/tractatvs-siue-physiologia-nova-de-magnete-magneticisqve-corporibvs-et-magno-magnete,NzUyOTY0OTA/",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,"sumptibus Ioh. Hallervordij
scan from microfilm (mf. B8748). Digitalisat nicht downloadbar",Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,,,Yes,A+
1369,0.13155555555555556,0.028444444444444442,0.028444444444444442,0.028444444444444442,0.028444444444444442,0.028444444444444442,0.09866666666666665,0.07377777777777778,0.06044444444444444,0.06044444444444444,0.07377777777777778,0.07688888888888888,0.07688888888888888,0.042666666666666665,0.07688888888888888,0.024888888888888887,0.024888888888888887,0.009333333333333332,0.013333333333333332,0.013333333333333332,369,7,Biblioteka Jagiellońska,Gilbert 1633,37,https://katalogi.uj.edu.pl/permalink/48OMNIS_UJA/1jhsq6s/alma991013029659705067,https://academica.edu.pl/reading/readSingle?cid=145609215&uid=139646557,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,https://jbc.bj.uj.edu.pl/dlibra/publication/657987/edition/765770/content,,,"- some lines underscored in brown with crayon (rarely with pencil), or marked with ""NB"", or with the asterisk on margins;
- scarce annotations on margins, with 17th cent. hand, but most frequently just highlighting the underscored text or repeating its content;
- sometimes astonished reader comments with short words: writing ""Mirum"", or ""Ubi hoc?"" or ""causa dubia"".
The difficulty is that the annotations are written down with a brownish crayon which with the time has become fuzzy and hardly legible. Probably we will scan and publish online this copy as well, to preserve the reader-added content. ",,Yes,A+
1370,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,370,7,Biblioteka Jagiellońska,Gilbert 1633,37,https://katalogi.uj.edu.pl/permalink/48OMNIS_UJA/1jhsq6s/alma991013029659705067,https://jbc.bj.uj.edu.pl/dlibra/publication/657987/edition/765770,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,engravings bound within respective chapter,,"a few underscored lines (or marked with ""NB"" annotation on margina); a short commentary on the endpaper: ""experimenta male observata [p.] 142"". ",,Yes,A+
1372,0.08536585365853659,0.07317073170731708,0.07317073170731708,0.07317073170731708,0.07317073170731708,0.07317073170731708,0.10975609756097562,0.10975609756097562,0.012195121951219513,0.012195121951219513,0.10975609756097562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0975609756097561,372,7,Biblioteka Narodowa,Gilbert 1600,35,https://katalogi.bn.org.pl/permalink/48OMNIS_NLOP/1aot9i7/alma991002235479705066,"https://polona.pl/item/gvilielmi-gilberti-colcestrensis-de-magnete-magneticisqve-corporibvs-et-de-magno,NDA3MTk2OTQ/",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,scan von mf. B832,,,,,Yes,A+
1373,0.08029197080291971,0.06569343065693431,0.06569343065693431,0.06569343065693431,0.06569343065693431,0.06569343065693431,0.11313868613138689,0.10218978102189781,0.010948905109489052,0.010948905109489052,0.10218978102189781,0.014598540145985401,0.014598540145985401,0.0036496350364963502,0.014598540145985401,0.010948905109489052,0.010948905109489052,0.0,0.09124087591240876,0.09124087591240876,373,7,Biblioteka Jagiellońska,Gilbert 1600,35,https://katalogi.uj.edu.pl/permalink/48OMNIS_UJA/1jhsq6s/alma991000666369705067,https://jbc.bj.uj.edu.pl/dlibra/publication/226844/edition/215359,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,Yes,,,Yes,A+
1374,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,374,7,Biblioteka Uniwersytecka we Wrocławiu,Gilbert 1600,35,https://katalog.bu.uni.wroc.pl/lib/item?id=chamo:821752&fromLocationLink=false&theme=system,https://glam.uni.wroc.pl/index.php?s=OSD_401922_19271&view=thumbnails,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,,,"We checked both copies and there aren't any readers interactions, no annotations and even no underlinings. ",,Yes,A+
1376,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,7,"Universitätsbibliothek Bern, Bibliothek Münstergasse",Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991041984579705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Das Exemplar MUE Gross W 112 enthält eine handschriftliche Ergänzung zu der Grafik auf Seite 76; ein Foto habe ich angehängt. Ansonsten sind beide Exemplare, abgesehen von den üblichen Korrekturen auf Seite 11, frei von handschriftlichen Hinzufügungen wie Kommentaren und Anstreichungen.","Das Exemplar MUE Rar alt fol 39 stammt aus dem Besitz des Berner Radiologen Adolf Liechti (1898-1946). Der Künstler Egbert Moehsnang gestaltete 1989 auf Wunsch von Jörg Liechti ein Exlibris in Andenken an dessen Vater, das in alle Bände der Sammlung eingeklebt wurde. 1995 schenkte Jörg Liechti die historischen Bestände seines Vaters der Stadt- und Universitätsbibliothek Bern.",Yes,B
1377,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,7,Universitätsbibliothek Basel,Gilbert 1600,35,https://swisscollections.ch/Record/991142791979705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,"keine Kommentare, keine Notizen – 1x Anstreichung",,,,,Yes,B
1378,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,7,"Universitätsbibliothek Bern, Bibliothek Münstergasse",Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991142791979705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Das Exemplar MUE Gross W 112 enthält eine handschriftliche Ergänzung zu der Grafik auf Seite 76; ein Foto habe ich angehängt. Ansonsten sind beide Exemplare, abgesehen von den üblichen Korrekturen auf Seite 11, frei von handschriftlichen Hinzufügungen wie Kommentaren und Anstreichungen. In unserem Exemplar MUE Gross W 112 ist das è vorhanden und nicht manuell getilgt, also Variante A (iiiiv).",,Yes,B
1380,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,7,Zentralbibliothek,Gilbert 1600,35,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991149754149705501,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Im Band mit der Signatur 18.24,4 gibt es eine richtige Randnotiz sowie wenige Anstreichungen mit Bleistift (Fotos im Anhang).",,Yes,B
1381,0.1658986175115207,0.07373271889400922,0.07373271889400922,0.07373271889400922,0.07373271889400922,0.07373271889400922,0.08755760368663594,0.08755760368663594,0.08755760368663594,0.08755760368663594,0.08755760368663594,0.00691244239631337,0.00691244239631337,0.0046082949308755795,0.00691244239631337,0.0,0.0,0.0023041474654377898,0.0,0.0,381,7,Zentralbibliothek,Gilbert 1628,36,https://swisscovery.slsp.ch/permalink/41SLSP_NETWORK/6hf36h/alma991040898489705501,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,"Der Kupfertitel fehlt. Der Schmutztitel ist vorhanden. Er ist das erste Blatt des Exemplars. Darauf folgen die Widmungsgedichte. Dann «Ad Lectorem» und «Ad gravißimum...». Es fehlen also die 2 Blätter (mit Titel «Praefatio») zwischen den Widmungsgedichten und A1r. Ab A1r ist alles vorhanden.
",Engraved title-page and Praefatio missing,,Im Band mit der Signatur NP 130 gibt es einige Anstreichungen mit blauem Farbstift und wenige Markierungen mit schwarzer Tinte (Fotos im Anhang).,,Yes,A+
1391,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391,7,Biblioteka Uniwersytecka w Warszawie,Gilbert 1628,36,https://chamo.buw.uw.edu.pl/lib/item?id=chamo:1155857&fromLocationLink=true&theme=system&locale=en,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,"I checked the copy requested by you and unfortunately, it does not contain manuscript marginal notes or underlinings. It bears only one actually, but it is in pencil, thus must be from a later period (I am sending you the picture of it in attachment). There is also one initial partially coloured in by hand with black ink (vide picture). However, the book bears historic ownership marks - one was probably cut out from the last leaf (vide picture) and another one, on the recto of B3 (""Pro Coll[egio] Crac[oviensi] SS. Petri et Pauli liber hic comparatus post incendium 1719"" ; vide picture) proves that this book belonged to the Jesuits' library in Cracow (you can find the short note on this library in CERL Thesaurus, unfortunately it is in Polish only: https://data.cerl.org/thesaurus/cnc00009418 ).","""Pro Coll[egio] Crac[oviensi] SS. Petri et Pauli liber hic comparatus post incendium 1719""
SJ",Yes,B
1392,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,7,Zakład Narodowy im. Ossolińskich,Gilbert 1600,35,https://virtua2019.ossolineum.pl:8483/lib/item?id=chamo:185125&fromLocationLink=false&theme=temp4ossol,https://www.dbc.wroc.pl/dlibra/publication/19939/edition/17730/content,No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,Yes,A+
1393,0.16184971098265896,0.05780346820809248,0.05780346820809248,0.05780346820809248,0.05780346820809248,0.05780346820809248,0.10404624277456646,0.09826589595375722,0.09826589595375722,0.09826589595375722,0.09826589595375722,0.011560693641618495,0.011560693641618495,0.005780346820809247,0.011560693641618495,0.005780346820809247,0.005780346820809247,0.0,0.0,0.0,393,7,Zakład Narodowy im. Ossolińskich,Gilbert 1600,35,https://virtua2019.ossolineum.pl:8483/lib/item?id=chamo:185125&fromLocationLink=false&theme=temp4ossol,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"our copy of 'De magnete', call no. 13.411, has some sparse handwritten notes throughout the text and some underlining. At the end of the book, there are some blank pages added in the 19th c. with a text in Polish, more precisely there are additions to the footnotes from the book "" Przetor do rozgmatwania plemion osiedzibiających Sarmacją i Germanią starożytną"" by Symforion Tomicki published in 1843.",Charissima Supellex M.D. Joannis Ryssner,Yes,B
1395,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,7,Národní knihovna České republiky,Gilbert 1600,35,https://aleph.nkp.cz/F/?func=direct&doc_number=000097620&local_base=STT,https://books.google.cz/books?vid=NKP:1002593879&printsec=frontcover#v=onepage&q&f=false,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,,,,,,,Yes,A+
1396,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,396,7,Universiteitsbibliotheek ,Gilbert 1600,35,https://lib.ugent.be/catalog/rug01:002818334,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,"Hilfe von C. Casalini, Prof. Albert Derolez",,Yes,"Please find in attachment 3 photos of a handwritten added quire in our copy. The rest of the book has no handwritten comments or annotations.
""Louis Richeome societatis iesu in libro inscribit gallice, L'adieu de l'ame devote laissant le corps, inter caetera habet haec dialogismo xxiii de cursu temporis quem eo (?) inteso visor.""
I looked at the manuscript notes in the printed book and wrote the pair down not without difficulty:

p. 215. Vide quam bene rapidissimum et insanissimum cursum vocet ex iis quae post hoc caput subiunxi manu scripta ex Lud(ovico) Richomine.

p. 220. Sis cum maiorem fidem adstruendam adiungi possunt quae scribuntur a Ludovico Richehomo per duas sequentes paginas manu scriptas  desumpta ex astrologorum calculationibus quibus omnia improbabilia, ne dicam monstrosa, continentur.

The handwritten pages to which they refer are thus drawn from Louis Richeome, apparently a well-known theologian. The complete transcription of said pages would be a very large work, and perhaps not even of interest to your correspondent.",Bibl. August. Gand 1672,Yes,B
